municipio_norm,uf,municipio_ibge,codigo_ibge,regiao_intermediaria,regiao_imediata,mesorregiao
SERRA DO NAVIO,AP,Serra do Navio,1600055,Oiapoque - Porto Grande,Porto Grande,Sul do Amapá
AMAPA,AP,Amapá,1600105,Oiapoque - Porto Grande,Oiapoque,Norte do Amapá
PEDRA BRANCA DO AMAPARI,AP,Pedra Branca do Amapari,1600154,Oiapoque - Porto Grande,Porto Grande,Sul do Amapá
CALCOENE,AP,Calçoene,1600204,Oiapoque - Porto Grande,Oiapoque,Norte do Amapá
CUTIAS,AP,Cutias,1600212,Oiapoque - Porto Grande,Oiapoque,Sul do Amapá
FERREIRA GOMES,AP,Ferreira Gomes,1600238,Oiapoque - Porto Grande,Porto Grande,Sul do Amapá
ITAUBAL,AP,Itaubal,1600253,Macapá,Macapá,Sul do Amapá
LARANJAL DO JARI,AP,Laranjal do Jari,1600279,Macapá,Laranjal do Jari,Sul do Amapá
MACAPA,AP,Macapá,1600303,Macapá,Macapá,Sul do Amapá
MAZAGAO,AP,Mazagão,1600402,Macapá,Macapá,Sul do Amapá
OIAPOQUE,AP,Oiapoque,1600501,Oiapoque - Porto Grande,Oiapoque,Norte do Amapá
PORTO GRANDE,AP,Porto Grande,1600535,Oiapoque - Porto Grande,Porto Grande,Sul do Amapá
PRACUUBA,AP,Pracuúba,1600550,Oiapoque - Porto Grande,Oiapoque,Norte do Amapá
SANTANA,AP,Santana,1600600,Macapá,Macapá,Sul do Amapá
TARTARUGALZINHO,AP,Tartarugalzinho,1600709,Oiapoque - Porto Grande,Oiapoque,Norte do Amapá
VITORIA DO JARI,AP,Vitória do Jari,1600808,Macapá,Laranjal do Jari,Sul do Amapá
ABREULANDIA,TO,Abreulândia,1700251,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
AGUIARNOPOLIS,TO,Aguiarnópolis,1700301,Araguaína,Tocantinópolis,Ocidental do Tocantins
ALIANCA DO TOCANTINS,TO,Aliança do Tocantins,1700350,Gurupi,Gurupi,Ocidental do Tocantins
ALMAS,TO,Almas,1700400,Gurupi,Dianópolis,Oriental do Tocantins
ALVORADA,TO,Alvorada,1700707,Gurupi,Gurupi,Ocidental do Tocantins
ANANAS,TO,Ananás,1701002,Araguaína,Araguaína,Ocidental do Tocantins
ANGICO,TO,Angico,1701051,Araguaína,Araguaína,Ocidental do Tocantins
APARECIDA DO RIO NEGRO,TO,Aparecida do Rio Negro,1701101,Palmas,Palmas,Oriental do Tocantins
ARAGOMINAS,TO,Aragominas,1701309,Araguaína,Araguaína,Ocidental do Tocantins
ARAGUACEMA,TO,Araguacema,1701903,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
ARAGUACU,TO,Araguaçu,1702000,Gurupi,Gurupi,Ocidental do Tocantins
ARAGUAINA,TO,Araguaína,1702109,Araguaína,Araguaína,Ocidental do Tocantins
ARAGUANA,TO,Araguanã,1702158,Araguaína,Araguaína,Ocidental do Tocantins
ARAGUATINS,TO,Araguatins,1702208,Araguaína,Araguatins,Ocidental do Tocantins
ARAPOEMA,TO,Arapoema,1702307,Araguaína,Araguaína,Ocidental do Tocantins
ARRAIAS,TO,Arraias,1702406,Gurupi,Dianópolis,Oriental do Tocantins
AUGUSTINOPOLIS,TO,Augustinópolis,1702554,Araguaína,Araguatins,Ocidental do Tocantins
AURORA DO TOCANTINS,TO,Aurora do Tocantins,1702703,Gurupi,Dianópolis,Oriental do Tocantins
AXIXA DO TOCANTINS,TO,Axixá do Tocantins,1702901,Araguaína,Araguatins,Ocidental do Tocantins
BABACULANDIA,TO,Babaçulândia,1703008,Araguaína,Araguaína,Ocidental do Tocantins
BANDEIRANTES DO TOCANTINS,TO,Bandeirantes do Tocantins,1703057,Araguaína,Colinas do Tocantins,Ocidental do Tocantins
BARRA DO OURO,TO,Barra do Ouro,1703073,Araguaína,Araguaína,Oriental do Tocantins
BARROLANDIA,TO,Barrolândia,1703107,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
BERNARDO SAYAO,TO,Bernardo Sayão,1703206,Araguaína,Colinas do Tocantins,Ocidental do Tocantins
BOM JESUS DO TOCANTINS,TO,Bom Jesus do Tocantins,1703305,Araguaína,Guaraí,Oriental do Tocantins
BRASILANDIA DO TOCANTINS,TO,Brasilândia do Tocantins,1703602,Araguaína,Colinas do Tocantins,Ocidental do Tocantins
BREJINHO DE NAZARE,TO,Brejinho de Nazaré,1703701,Palmas,Porto Nacional,Ocidental do Tocantins
BURITI DO TOCANTINS,TO,Buriti do Tocantins,1703800,Araguaína,Araguatins,Ocidental do Tocantins
CACHOEIRINHA,TO,Cachoeirinha,1703826,Araguaína,Tocantinópolis,Ocidental do Tocantins
CAMPOS LINDOS,TO,Campos Lindos,1703842,Araguaína,Araguaína,Oriental do Tocantins
CARIRI DO TOCANTINS,TO,Cariri do Tocantins,1703867,Gurupi,Gurupi,Ocidental do Tocantins
CARMOLANDIA,TO,Carmolândia,1703883,Araguaína,Araguaína,Ocidental do Tocantins
CARRASCO BONITO,TO,Carrasco Bonito,1703891,Araguaína,Araguatins,Ocidental do Tocantins
CASEARA,TO,Caseara,1703909,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
CENTENARIO,TO,Centenário,1704105,Araguaína,Guaraí,Oriental do Tocantins
CHAPADA DE AREIA,TO,Chapada de Areia,1704600,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
CHAPADA DA NATIVIDADE,TO,Chapada da Natividade,1705102,Palmas,Porto Nacional,Oriental do Tocantins
COLINAS DO TOCANTINS,TO,Colinas do Tocantins,1705508,Araguaína,Colinas do Tocantins,Ocidental do Tocantins
COMBINADO,TO,Combinado,1705557,Gurupi,Dianópolis,Oriental do Tocantins
CONCEICAO DO TOCANTINS,TO,Conceição do Tocantins,1705607,Gurupi,Dianópolis,Oriental do Tocantins
COUTO MAGALHAES,TO,Couto Magalhães,1706001,Araguaína,Guaraí,Ocidental do Tocantins
CRISTALANDIA,TO,Cristalândia,1706100,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
CRIXAS DO TOCANTINS,TO,Crixás do Tocantins,1706258,Gurupi,Gurupi,Ocidental do Tocantins
DARCINOPOLIS,TO,Darcinópolis,1706506,Araguaína,Araguaína,Ocidental do Tocantins
DIANOPOLIS,TO,Dianópolis,1707009,Gurupi,Dianópolis,Oriental do Tocantins
DIVINOPOLIS DO TOCANTINS,TO,Divinópolis do Tocantins,1707108,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
DOIS IRMAOS DO TOCANTINS,TO,Dois Irmãos do Tocantins,1707207,Palmas,Miracema do Tocantins,Ocidental do Tocantins
DUERE,TO,Dueré,1707306,Gurupi,Gurupi,Ocidental do Tocantins
ESPERANTINA,TO,Esperantina,1707405,Araguaína,Araguatins,Ocidental do Tocantins
FATIMA,TO,Fátima,1707553,Palmas,Porto Nacional,Ocidental do Tocantins
FIGUEIROPOLIS,TO,Figueirópolis,1707652,Gurupi,Gurupi,Ocidental do Tocantins
FILADELFIA,TO,Filadélfia,1707702,Araguaína,Araguaína,Ocidental do Tocantins
FORMOSO DO ARAGUAIA,TO,Formoso do Araguaia,1708205,Gurupi,Gurupi,Ocidental do Tocantins
TABOCAO,TO,Tabocão,1708254,Araguaína,Guaraí,Ocidental do Tocantins
GOIANORTE,TO,Goianorte,1708304,Araguaína,Guaraí,Ocidental do Tocantins
GOIATINS,TO,Goiatins,1709005,Araguaína,Araguaína,Oriental do Tocantins
GUARAI,TO,Guaraí,1709302,Araguaína,Guaraí,Ocidental do Tocantins
GURUPI,TO,Gurupi,1709500,Gurupi,Gurupi,Ocidental do Tocantins
IPUEIRAS,TO,Ipueiras,1709807,Palmas,Porto Nacional,Oriental do Tocantins
ITACAJA,TO,Itacajá,1710508,Araguaína,Colinas do Tocantins,Oriental do Tocantins
ITAGUATINS,TO,Itaguatins,1710706,Araguaína,Araguatins,Ocidental do Tocantins
ITAPIRATINS,TO,Itapiratins,1710904,Araguaína,Colinas do Tocantins,Oriental do Tocantins
ITAPORA DO TOCANTINS,TO,Itaporã do Tocantins,1711100,Araguaína,Guaraí,Ocidental do Tocantins
JAU DO TOCANTINS,TO,Jaú do Tocantins,1711506,Gurupi,Gurupi,Ocidental do Tocantins
JUARINA,TO,Juarina,1711803,Araguaína,Colinas do Tocantins,Ocidental do Tocantins
LAGOA DA CONFUSAO,TO,Lagoa da Confusão,1711902,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
LAGOA DO TOCANTINS,TO,Lagoa do Tocantins,1711951,Palmas,Palmas,Oriental do Tocantins
LAJEADO,TO,Lajeado,1712009,Palmas,Palmas,Oriental do Tocantins
LAVANDEIRA,TO,Lavandeira,1712157,Gurupi,Dianópolis,Oriental do Tocantins
LIZARDA,TO,Lizarda,1712405,Palmas,Palmas,Oriental do Tocantins
LUZINOPOLIS,TO,Luzinópolis,1712454,Araguaína,Tocantinópolis,Ocidental do Tocantins
MARIANOPOLIS DO TOCANTINS,TO,Marianópolis do Tocantins,1712504,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
MATEIROS,TO,Mateiros,1712702,Palmas,Palmas,Oriental do Tocantins
MAURILANDIA DO TOCANTINS,TO,Maurilândia do Tocantins,1712801,Araguaína,Tocantinópolis,Ocidental do Tocantins
MIRACEMA DO TOCANTINS,TO,Miracema do Tocantins,1713205,Palmas,Miracema do Tocantins,Ocidental do Tocantins
MIRANORTE,TO,Miranorte,1713304,Palmas,Miracema do Tocantins,Ocidental do Tocantins
MONTE DO CARMO,TO,Monte do Carmo,1713601,Palmas,Porto Nacional,Oriental do Tocantins
MONTE SANTO DO TOCANTINS,TO,Monte Santo do Tocantins,1713700,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
PALMEIRAS DO TOCANTINS,TO,Palmeiras do Tocantins,1713809,Araguaína,Tocantinópolis,Ocidental do Tocantins
MURICILANDIA,TO,Muricilândia,1713957,Araguaína,Araguaína,Ocidental do Tocantins
NATIVIDADE,TO,Natividade,1714203,Palmas,Porto Nacional,Oriental do Tocantins
NAZARE,TO,Nazaré,1714302,Araguaína,Tocantinópolis,Ocidental do Tocantins
NOVA OLINDA,TO,Nova Olinda,1714880,Araguaína,Araguaína,Ocidental do Tocantins
NOVA ROSALANDIA,TO,Nova Rosalândia,1715002,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
NOVO ACORDO,TO,Novo Acordo,1715101,Palmas,Palmas,Oriental do Tocantins
NOVO ALEGRE,TO,Novo Alegre,1715150,Gurupi,Dianópolis,Oriental do Tocantins
NOVO JARDIM,TO,Novo Jardim,1715259,Gurupi,Dianópolis,Oriental do Tocantins
OLIVEIRA DE FATIMA,TO,Oliveira de Fátima,1715507,Palmas,Porto Nacional,Ocidental do Tocantins
PALMEIRANTE,TO,Palmeirante,1715705,Araguaína,Colinas do Tocantins,Ocidental do Tocantins
PALMEIROPOLIS,TO,Palmeirópolis,1715754,Gurupi,Gurupi,Ocidental do Tocantins
PARAISO DO TOCANTINS,TO,Paraíso do Tocantins,1716109,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
PARANA,TO,Paranã,1716208,Gurupi,Gurupi,Oriental do Tocantins
PAU DARCO,TO,Pau D'Arco,1716307,Araguaína,Araguaína,Ocidental do Tocantins
PEDRO AFONSO,TO,Pedro Afonso,1716505,Araguaína,Guaraí,Oriental do Tocantins
PEIXE,TO,Peixe,1716604,Gurupi,Gurupi,Ocidental do Tocantins
PEQUIZEIRO,TO,Pequizeiro,1716653,Araguaína,Guaraí,Ocidental do Tocantins
COLMEIA,TO,Colméia,1716703,Araguaína,Guaraí,Ocidental do Tocantins
PINDORAMA DO TOCANTINS,TO,Pindorama do Tocantins,1717008,Palmas,Porto Nacional,Oriental do Tocantins
PIRAQUE,TO,Piraquê,1717206,Araguaína,Araguaína,Ocidental do Tocantins
PIUM,TO,Pium,1717503,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
PONTE ALTA DO BOM JESUS,TO,Ponte Alta do Bom Jesus,1717800,Gurupi,Dianópolis,Oriental do Tocantins
PONTE ALTA DO TOCANTINS,TO,Ponte Alta do Tocantins,1717909,Palmas,Porto Nacional,Oriental do Tocantins
PORTO ALEGRE DO TOCANTINS,TO,Porto Alegre do Tocantins,1718006,Gurupi,Dianópolis,Oriental do Tocantins
PORTO NACIONAL,TO,Porto Nacional,1718204,Palmas,Porto Nacional,Oriental do Tocantins
PRAIA NORTE,TO,Praia Norte,1718303,Araguaína,Araguatins,Ocidental do Tocantins
PRESIDENTE KENNEDY,TO,Presidente Kennedy,1718402,Araguaína,Guaraí,Ocidental do Tocantins
PUGMIL,TO,Pugmil,1718451,Palmas,Paraíso do Tocantins,Ocidental do Tocantins
RECURSOLANDIA,TO,Recursolândia,1718501,Araguaína,Guaraí,Oriental do Tocantins
RIACHINHO,TO,Riachinho,1718550,Araguaína,Araguaína,Ocidental do Tocantins
RIO DA CONCEICAO,TO,Rio da Conceição,1718659,Gurupi,Dianópolis,Oriental do Tocantins
RIO DOS BOIS,TO,Rio dos Bois,1718709,Palmas,Miracema do Tocantins,Ocidental do Tocantins
RIO SONO,TO,Rio Sono,1718758,Palmas,Palmas,Oriental do Tocantins
SAMPAIO,TO,Sampaio,1718808,Araguaína,Araguatins,Ocidental do Tocantins
SANDOLANDIA,TO,Sandolândia,1718840,Gurupi,Gurupi,Ocidental do Tocantins
SANTA FE DO ARAGUAIA,TO,Santa Fé do Araguaia,1718865,Araguaína,Araguaína,Ocidental do Tocantins
SANTA MARIA DO TOCANTINS,TO,Santa Maria do Tocantins,1718881,Araguaína,Guaraí,Oriental do Tocantins
SANTA RITA DO TOCANTINS,TO,Santa Rita do Tocantins,1718899,Palmas,Porto Nacional,Ocidental do Tocantins
SANTA ROSA DO TOCANTINS,TO,Santa Rosa do Tocantins,1718907,Palmas,Porto Nacional,Oriental do Tocantins
SANTA TEREZA DO TOCANTINS,TO,Santa Tereza do Tocantins,1719004,Palmas,Palmas,Oriental do Tocantins
SANTA TEREZINHA DO TOCANTINS,TO,Santa Terezinha do Tocantins,1720002,Araguaína,Tocantinópolis,Ocidental do Tocantins
SAO BENTO DO TOCANTINS,TO,São Bento do Tocantins,1720101,Araguaína,Araguatins,Ocidental do Tocantins
SAO FELIX DO TOCANTINS,TO,São Félix do Tocantins,1720150,Palmas,Palmas,Oriental do Tocantins
SAO MIGUEL DO TOCANTINS,TO,São Miguel do Tocantins,1720200,Araguaína,Araguatins,Ocidental do Tocantins
SAO SALVADOR DO TOCANTINS,TO,São Salvador do Tocantins,1720259,Gurupi,Gurupi,Ocidental do Tocantins
SAO SEBASTIAO DO TOCANTINS,TO,São Sebastião do Tocantins,1720309,Araguaína,Araguatins,Ocidental do Tocantins
SAO VALERIO,TO,São Valério,1720499,Gurupi,Gurupi,Oriental do Tocantins
SILVANOPOLIS,TO,Silvanópolis,1720655,Palmas,Porto Nacional,Oriental do Tocantins
SITIO NOVO DO TOCANTINS,TO,Sítio Novo do Tocantins,1720804,Araguaína,Araguatins,Ocidental do Tocantins
SUCUPIRA,TO,Sucupira,1720853,Gurupi,Gurupi,Ocidental do Tocantins
TAGUATINGA,TO,Taguatinga,1720903,Gurupi,Dianópolis,Oriental do Tocantins
TAIPAS DO TOCANTINS,TO,Taipas do Tocantins,1720937,Gurupi,Dianópolis,Oriental do Tocantins
TALISMA,TO,Talismã,1720978,Gurupi,Gurupi,Ocidental do Tocantins
PALMAS,TO,Palmas,1721000,Palmas,Palmas,Oriental do Tocantins
TOCANTINIA,TO,Tocantínia,1721109,Palmas,Miracema do Tocantins,Oriental do Tocantins
TOCANTINOPOLIS,TO,Tocantinópolis,1721208,Araguaína,Tocantinópolis,Ocidental do Tocantins
TUPIRAMA,TO,Tupirama,1721257,Araguaína,Guaraí,Ocidental do Tocantins
TUPIRATINS,TO,Tupiratins,1721307,Araguaína,Colinas do Tocantins,Ocidental do Tocantins
WANDERLANDIA,TO,Wanderlândia,1722081,Araguaína,Araguaína,Ocidental do Tocantins
XAMBIOA,TO,Xambioá,1722107,Araguaína,Araguaína,Ocidental do Tocantins
ACAILANDIA,MA,Açailândia,2100055,Imperatriz,Açailândia,Oeste Maranhense
AFONSO CUNHA,MA,Afonso Cunha,2100105,Caxias,Caxias,Leste Maranhense
AGUA DOCE DO MARANHAO,MA,Água Doce do Maranhão,2100154,São Luís,Tutóia - Araioses,Leste Maranhense
ALCANTARA,MA,Alcântara,2100204,São Luís,São Luís,Norte Maranhense
ALDEIAS ALTAS,MA,Aldeias Altas,2100303,Caxias,Caxias,Leste Maranhense
ALTAMIRA DO MARANHAO,MA,Altamira do Maranhão,2100402,Santa Inês - Bacabal,Bacabal,Oeste Maranhense
ALTO ALEGRE DO MARANHAO,MA,Alto Alegre do Maranhão,2100436,Santa Inês - Bacabal,Bacabal,Leste Maranhense
ALTO ALEGRE DO PINDARE,MA,Alto Alegre do Pindaré,2100477,Santa Inês - Bacabal,Santa Inês,Oeste Maranhense
ALTO PARNAIBA,MA,Alto Parnaíba,2100501,Imperatriz,Balsas,Sul Maranhense
AMAPA DO MARANHAO,MA,Amapá do Maranhão,2100550,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
AMARANTE DO MARANHAO,MA,Amarante do Maranhão,2100600,Imperatriz,Imperatriz,Oeste Maranhense
ANAJATUBA,MA,Anajatuba,2100709,São Luís,Itapecuru Mirim,Norte Maranhense
ANAPURUS,MA,Anapurus,2100808,São Luís,Chapadinha,Leste Maranhense
APICUM ACU,MA,Apicum-Açu,2100832,São Luís,Cururupu,Norte Maranhense
ARAGUANA,MA,Araguanã,2100873,Santa Inês - Bacabal,Santa Inês,Oeste Maranhense
ARAIOSES,MA,Araioses,2100907,São Luís,Tutóia - Araioses,Leste Maranhense
ARAME,MA,Arame,2100956,Imperatriz,Barra do Corda,Centro Maranhense
ARARI,MA,Arari,2101004,São Luís,Viana,Norte Maranhense
AXIXA,MA,Axixá,2101103,São Luís,São Luís,Norte Maranhense
BACABAL,MA,Bacabal,2101202,Santa Inês - Bacabal,Bacabal,Centro Maranhense
BACABEIRA,MA,Bacabeira,2101251,São Luís,São Luís,Norte Maranhense
BACURI,MA,Bacuri,2101301,São Luís,Cururupu,Norte Maranhense
BACURITUBA,MA,Bacurituba,2101350,São Luís,Pinheiro,Norte Maranhense
BALSAS,MA,Balsas,2101400,Imperatriz,Balsas,Sul Maranhense
BARAO DE GRAJAU,MA,Barão de Grajaú,2101509,Presidente Dutra,São João dos Patos,Leste Maranhense
BARRA DO CORDA,MA,Barra do Corda,2101608,Imperatriz,Barra do Corda,Centro Maranhense
BARREIRINHAS,MA,Barreirinhas,2101707,São Luís,Barreirinhas,Norte Maranhense
BELAGUA,MA,Belágua,2101731,São Luís,Chapadinha,Leste Maranhense
BELA VISTA DO MARANHAO,MA,Bela Vista do Maranhão,2101772,Santa Inês - Bacabal,Santa Inês,Norte Maranhense
BENEDITO LEITE,MA,Benedito Leite,2101806,Presidente Dutra,São João dos Patos,Sul Maranhense
BEQUIMAO,MA,Bequimão,2101905,São Luís,Pinheiro,Norte Maranhense
BERNARDO DO MEARIM,MA,Bernardo do Mearim,2101939,Santa Inês - Bacabal,Pedreiras,Centro Maranhense
BOA VISTA DO GURUPI,MA,Boa Vista do Gurupi,2101970,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
BOM JARDIM,MA,Bom Jardim,2102002,Santa Inês - Bacabal,Santa Inês,Oeste Maranhense
BOM JESUS DAS SELVAS,MA,Bom Jesus das Selvas,2102036,Imperatriz,Açailândia,Oeste Maranhense
BOM LUGAR,MA,Bom Lugar,2102077,Santa Inês - Bacabal,Bacabal,Centro Maranhense
BREJO,MA,Brejo,2102101,São Luís,Chapadinha,Leste Maranhense
BREJO DE AREIA,MA,Brejo de Areia,2102150,Santa Inês - Bacabal,Bacabal,Oeste Maranhense
BURITI,MA,Buriti,2102200,São Luís,Chapadinha,Leste Maranhense
BURITI BRAVO,MA,Buriti Bravo,2102309,Caxias,Timon,Leste Maranhense
BURITICUPU,MA,Buriticupu,2102325,Imperatriz,Açailândia,Oeste Maranhense
BURITIRANA,MA,Buritirana,2102358,Imperatriz,Imperatriz,Oeste Maranhense
CACHOEIRA GRANDE,MA,Cachoeira Grande,2102374,São Luís,São Luís,Norte Maranhense
CAJAPIO,MA,Cajapió,2102408,São Luís,Viana,Norte Maranhense
CAJARI,MA,Cajari,2102507,São Luís,Viana,Norte Maranhense
CAMPESTRE DO MARANHAO,MA,Campestre do Maranhão,2102556,Imperatriz,Imperatriz,Sul Maranhense
CANDIDO MENDES,MA,Cândido Mendes,2102606,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
CANTANHEDE,MA,Cantanhede,2102705,São Luís,Itapecuru Mirim,Norte Maranhense
CAPINZAL DO NORTE,MA,Capinzal do Norte,2102754,Santa Inês - Bacabal,Pedreiras,Leste Maranhense
CAROLINA,MA,Carolina,2102804,Imperatriz,Balsas,Sul Maranhense
CARUTAPERA,MA,Carutapera,2102903,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
CAXIAS,MA,Caxias,2103000,Caxias,Caxias,Leste Maranhense
CEDRAL,MA,Cedral,2103109,São Luís,Cururupu,Norte Maranhense
CENTRAL DO MARANHAO,MA,Central do Maranhão,2103125,São Luís,Cururupu,Norte Maranhense
CENTRO DO GUILHERME,MA,Centro do Guilherme,2103158,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
CENTRO NOVO DO MARANHAO,MA,Centro Novo do Maranhão,2103174,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
CHAPADINHA,MA,Chapadinha,2103208,São Luís,Chapadinha,Leste Maranhense
CIDELANDIA,MA,Cidelândia,2103257,Imperatriz,Imperatriz,Oeste Maranhense
CODO,MA,Codó,2103307,Caxias,Codó,Leste Maranhense
COELHO NETO,MA,Coelho Neto,2103406,Caxias,Caxias,Leste Maranhense
COLINAS,MA,Colinas,2103505,Presidente Dutra,Colinas,Leste Maranhense
CONCEICAO DO LAGO ACU,MA,Conceição do Lago-Açu,2103554,Santa Inês - Bacabal,Bacabal,Norte Maranhense
COROATA,MA,Coroatá,2103604,Caxias,Codó,Leste Maranhense
CURURUPU,MA,Cururupu,2103703,São Luís,Cururupu,Norte Maranhense
DAVINOPOLIS,MA,Davinópolis,2103752,Imperatriz,Imperatriz,Oeste Maranhense
DOM PEDRO,MA,Dom Pedro,2103802,Presidente Dutra,Presidente Dutra,Centro Maranhense
DUQUE BACELAR,MA,Duque Bacelar,2103901,Caxias,Caxias,Leste Maranhense
ESPERANTINOPOLIS,MA,Esperantinópolis,2104008,Santa Inês - Bacabal,Pedreiras,Centro Maranhense
ESTREITO,MA,Estreito,2104057,Imperatriz,Imperatriz,Sul Maranhense
FEIRA NOVA DO MARANHAO,MA,Feira Nova do Maranhão,2104073,Imperatriz,Balsas,Sul Maranhense
FERNANDO FALCAO,MA,Fernando Falcão,2104081,Imperatriz,Barra do Corda,Centro Maranhense
FORMOSA DA SERRA NEGRA,MA,Formosa da Serra Negra,2104099,Imperatriz,Barra do Corda,Centro Maranhense
FORTALEZA DOS NOGUEIRAS,MA,Fortaleza dos Nogueiras,2104107,Imperatriz,Balsas,Sul Maranhense
FORTUNA,MA,Fortuna,2104206,Presidente Dutra,Presidente Dutra,Centro Maranhense
GODOFREDO VIANA,MA,Godofredo Viana,2104305,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
GONCALVES DIAS,MA,Gonçalves Dias,2104404,Presidente Dutra,Presidente Dutra,Centro Maranhense
GOVERNADOR ARCHER,MA,Governador Archer,2104503,Presidente Dutra,Presidente Dutra,Centro Maranhense
GOVERNADOR EDISON LOBAO,MA,Governador Edison Lobão,2104552,Imperatriz,Imperatriz,Oeste Maranhense
GOVERNADOR EUGENIO BARROS,MA,Governador Eugênio Barros,2104602,Presidente Dutra,Presidente Dutra,Centro Maranhense
GOVERNADOR LUIZ ROCHA,MA,Governador Luiz Rocha,2104628,Presidente Dutra,Presidente Dutra,Centro Maranhense
GOVERNADOR NEWTON BELLO,MA,Governador Newton Bello,2104651,Santa Inês - Bacabal,Santa Inês,Oeste Maranhense
GOVERNADOR NUNES FREIRE,MA,Governador Nunes Freire,2104677,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
GRACA ARANHA,MA,Graça Aranha,2104701,Presidente Dutra,Presidente Dutra,Centro Maranhense
GRAJAU,MA,Grajaú,2104800,Imperatriz,Barra do Corda,Centro Maranhense
GUIMARAES,MA,Guimarães,2104909,São Luís,Cururupu,Norte Maranhense
HUMBERTO DE CAMPOS,MA,Humberto de Campos,2105005,São Luís,Barreirinhas,Norte Maranhense
ICATU,MA,Icatu,2105104,São Luís,São Luís,Norte Maranhense
IGARAPE DO MEIO,MA,Igarapé do Meio,2105153,Santa Inês - Bacabal,Santa Inês,Norte Maranhense
IGARAPE GRANDE,MA,Igarapé Grande,2105203,Santa Inês - Bacabal,Pedreiras,Centro Maranhense
IMPERATRIZ,MA,Imperatriz,2105302,Imperatriz,Imperatriz,Oeste Maranhense
ITAIPAVA DO GRAJAU,MA,Itaipava do Grajaú,2105351,Imperatriz,Barra do Corda,Centro Maranhense
ITAPECURU MIRIM,MA,Itapecuru Mirim,2105401,São Luís,Itapecuru Mirim,Norte Maranhense
ITINGA DO MARANHAO,MA,Itinga do Maranhão,2105427,Imperatriz,Açailândia,Oeste Maranhense
JATOBA,MA,Jatobá,2105450,Presidente Dutra,Colinas,Leste Maranhense
JENIPAPO DOS VIEIRAS,MA,Jenipapo dos Vieiras,2105476,Imperatriz,Barra do Corda,Centro Maranhense
JOAO LISBOA,MA,João Lisboa,2105500,Imperatriz,Imperatriz,Oeste Maranhense
JOSELANDIA,MA,Joselândia,2105609,Santa Inês - Bacabal,Pedreiras,Centro Maranhense
JUNCO DO MARANHAO,MA,Junco do Maranhão,2105658,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
LAGO DA PEDRA,MA,Lago da Pedra,2105708,Santa Inês - Bacabal,Bacabal,Oeste Maranhense
LAGO DO JUNCO,MA,Lago do Junco,2105807,Santa Inês - Bacabal,Pedreiras,Centro Maranhense
LAGO VERDE,MA,Lago Verde,2105906,Santa Inês - Bacabal,Bacabal,Centro Maranhense
LAGOA DO MATO,MA,Lagoa do Mato,2105922,Presidente Dutra,São João dos Patos,Leste Maranhense
LAGO DOS RODRIGUES,MA,Lago dos Rodrigues,2105948,Santa Inês - Bacabal,Pedreiras,Centro Maranhense
LAGOA GRANDE DO MARANHAO,MA,Lagoa Grande do Maranhão,2105963,Santa Inês - Bacabal,Bacabal,Oeste Maranhense
LAJEADO NOVO,MA,Lajeado Novo,2105989,Imperatriz,Imperatriz,Oeste Maranhense
LIMA CAMPOS,MA,Lima Campos,2106003,Santa Inês - Bacabal,Pedreiras,Centro Maranhense
LORETO,MA,Loreto,2106102,Imperatriz,Balsas,Sul Maranhense
LUIS DOMINGUES,MA,Luís Domingues,2106201,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
MAGALHAES DE ALMEIDA,MA,Magalhães de Almeida,2106300,São Luís,Tutóia - Araioses,Leste Maranhense
MARACACUME,MA,Maracaçumé,2106326,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
MARAJA DO SENA,MA,Marajá do Sena,2106359,Santa Inês - Bacabal,Bacabal,Oeste Maranhense
MARANHAOZINHO,MA,Maranhãozinho,2106375,Santa Inês - Bacabal,Governador Nunes Freire,Oeste Maranhense
MATA ROMA,MA,Mata Roma,2106409,São Luís,Chapadinha,Leste Maranhense
MATINHA,MA,Matinha,2106508,São Luís,Viana,Norte Maranhense
